text_id,div_name,heading,segment_text,Zuschreibung der Vorschrift,Philosophische Vorbetrachtung,Datierung der Probenahme,Ort der Probenahme,Art der Erde,Art der Probenahme,Aufteilung der Erde,Fundort der Erde,Imprägnation der Erde,Extraktion,Eindampfen,Bezeichnung des ausgelaugten Salzes,Weiterverarbeitung Erdsalz,Weiterverarbeitung der Mischung von Spiritus und Sal volatile,Sal Volatile extra gewinnen,Extraktion Sal Fixum,Nasser und trockener Weg,Zusammenfügung von zwei Prinzipien,Zusammenfügung der drei Prinzipien,Bezeichnung des Lösungsmittels,Salz mit Gold und Silber zusammenschmelzen,Auflösung von Gold,Beschreibung des Athanors,Erzeugung des Rubinkorns,Bezeichnung des Rubinkorns,Weiterer Syntheseschritt,Zwischenanalyse,Multiplikation,Fermentation,Projection
g2a8,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Aurum poculentum geschwind ad usum medicum zu machen,"[Recipe] phligma salis
        nitri und etwas von dem phlegmati vituili, scharffes ein wenig mit [CZ: Salmiak] thu das [CZ:
        Gold] hinein, setze es hin es solviert sich fein roht darin.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g3a9,A9 Das grosse Geheimnuß Sendivogij eben von diesen Allsteinio,[Start of Document],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g3a9,A9 Das grosse Geheimnuß Sendivogij eben von diesen Allsteinio,A9 Das grosse Geheimnuß Sendivogij eben von diesen Allsteinio,166,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g3a9,A9 Das grosse Geheimnuß Sendivogij eben von diesen Allsteinio,"Regulae
            Phylosophiae a Domino Iacobo Allsteinio D","Under den 4. Mütteren, ist ein Ackher
        verordnet, von Adamischer Erden, in solche Erden muß ein [CZ: Schwefel Gold]is, alß der Samen
        gesähet werden sich zuvermehren, Nun richten sie beide nichts auß, wo nit der himlische Thauw
        darein kombt.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g3a9,A9 Das grosse Geheimnuß Sendivogij eben von diesen Allsteinio,Das grosse Geheimnuß Sendivogij: eben von diesen Allsteinio.,"[Recipe] die algemein Erden des
        Widers oder Stiers (eines Knies tieff under dieselb Erden gegraben) Darauß testillier einen
        Spiritum, und zeuhe auß daß Salz mit [CZ: Wasser]. laß abrauchen, vereiniges mit seinem
        Spiritu, und laß sich an der Sonnen niderschlagen, oder durch offt auf giessen und abziehen,
        mache des Salzes genug, uf 7 Mal aufgossen und abzogen aufs wenigst. Dieses unsers Salzes
        [Recipe] 11 theil, Gold 1 theil, Silber 2 theil, laß fliessen in verschlossenen tigel (3 in
        einander gesteckt oder gemacht, daß nit durchfliesse) 7 monat im glaßofen, so kombt daß Gold
        lebendig und ein reiner Saam, die Sphaera [CZ: Blei] und [CZ: Silber] sambt 42 167 sambt dem groben Leib [CZ: Gold]is wirdt verschwinden und das leben bleiben.  Diß solvire in 10 theil unseres
        Thauwes zehen oder fünfzehn mal (ut apud Caesarem rectificati) damit es so klar und starck,
        daß es diß Gold angreiffe, dem gemeinen thutes nichts. Dise des Gold Auflösung hailt den
        Aussatz. Koche diese auf 10 monat so
        tingirt 1 theil 864. Multiplicir mit Auflösung eines theiles der Tinktur in 10 theil des
        thauwes: dies soluirt darnach Silber fixe sovil es mag: wan diß geschehen, kochs wieder auf 10
        monat das thue so offt, biß es in tugent so weit kombt, daß die solutio gmein goldt auflöst
        und sich nicht zu boden niderschlecht, sonder gleich in ein butter geht. Alß dan kanes bald
        eincoagulirt werden, alß daß hindennach nur ein Werck seye dreyen tagen. In manglung des
        thawes so werde genommen der coaguliert lufft. Laus Deo 1618",Sendivogius; Jacob Allstein;,Samen in Adamische Erde säen; Himmlischer Tau;,Sonne im Sternbild Widder; Sonne im Sternbild Stier;,N/A,N/A,knietief;,N/A,N/A,N/A,mit Wasser;,Abrauchen;,N/A,N/A,N/A,N/A,N/A,Nein;,Salz und Spiritus vereinigen; Spiritus wieder abziehen und wieder aufgiessen; 7 mal wiederholen; Resultat: Salz;,N/A,N/A,Verhältnis Salz : Gold : Silber = 11 : 1 : 2; im Tiegel 7 Monate schmelzen; Resultat: lebendiges Gold;,lebendiges Gold in 10 Teilen Tau auflösen; 10 Monate kochen;,N/A,N/A,N/A,N/A,N/A,Auflösung 1 Teil Tinktur in 10 Teilen Tau;,N/A,1 Teil tingiert 864 Teile;
g2a11,A11 Dieser Kunst Praxis ist diese,[Start of Document],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a11,A11 Dieser Kunst Praxis ist diese,A11 Dieser Kunst Praxis ist diese,289,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a11,A11 Dieser Kunst Praxis ist diese,Dieser Kunst Praxis ist diese:,"Nimm von der wahren Erden, von Sonn, Mond und
        andern SternStralen wolgeschwängert theil sie in zwey Theil welches darum geschicht damit
        der Natur ihr Gewicht wiederum zu komme. Denn aus einem Theil wird das Philosophische
        Nitrum, aus dem andern aber das flüchtige und fixe Saltz gezogen von welcher jeden
        insonderheit mit wenigem geredet werden soll. Auf diese Art so im Gewicht fleissig
        gearbeitet wird wirst du nicht leichtlich irren welches an- 290 derwerts NB. wenn man aus
        einem deren Theilen allein diese Saltz sämtlich ziehen wollte gar leicht geschehen würde.",N/A,N/A,N/A,N/A,"Erde durch Sonne, Mond und Sterne imprägniert;",N/A,Erde in 2 Teile teilen;,N/A,N/A,N/A,Salz wird gereinigt;,Nitro;,ausgelaugte Erde calcinieren; keine Kugeln; in Vorlage Wasser; 2 Pfund Wasser; Brunnenwasser; per Gradus destillieren; Spiritus geht über; Spiritus rektifizieren;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a11,A11 Dieser Kunst Praxis ist diese,Von dem philosophischen Nitro.,"Es muß solcher durch die Kochung deß Steins
        Filtrierung Abdämpffung und Coagulirung aufs höchste gereinigt werden damit er vermittels
        der Kunst zu einer solchen Durchsichtigkeit gelange die auch eine Crystallen übertreffe.
        Wenn dieses geschehen so soll man die todte Erden aus welcher solch Crystallisch Saltz
        ausgelauget worden mit dem härtesten Feuergrad calcinieren. Der vorig calcinierten Erden
        nimm vier und ein halbs Pfund destillire sie nach der Kunst durch eine Retorten in ein
        grossen Recipienten in welche von Brunnenwasser 2 Pfund gegossen worden; man destillirt nach
        den Gradibus, bis die Tropffen wie Füncklein ins Wasser praecipitirt werden die Fugen sein
        wol anlutiret damit nichts ausrauche. Wenn eine Destillation vorüber so muß man den Ofen
        gantz kalt werden lassen ehe man die Vorlag abnimmt: und man wiederhole die Destillirungen
        so offt biß genugsam der Materi vorhanden. Diese Geister sämtlichen sollen rectificiret
        werden in M.B. bis alles Phlegma, das ist die 2 Pfund Wasser welch im Recipienten zu deß
        Geists Praecipitirung hinein gossen worden übergangen. Darnach so setze deinen Kolben in die
        Aschen und treibe nach der Kunst alle Geister herüber halte 291 sie in einem starcken Glas,
        N.B. die Helfft nur darmit angefüllt damit es nicht zerspringt.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aus calcinierter Erde; 6 Pfund Erde; aus Retorte destillieren; kein Wasser vorlegen;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a11,A11 Dieser Kunst Praxis ist diese,Von dem flüchtigen Saltz.,"Nimm 6 Pfund der calcinirten Erden setze sie in ein
        wolverwahrtes Sublimatorium, so wird ein Volatilisch Saltz mit dem Geist in Gestalt eines
        dunckeln Nebels herüber gehen. NB. So was weisses Saltzes an dem Hals deß Glases hangen wird
        so soll mans mit einem Holtz abscharren und zum sublimirten Spiritu mischen. In diesem Werck
        ist es nicht nöthig ein Wasser in den Recipienten zu schütten indeme unsere Erde selbst
        genugsam Feuchte in sich hat in welchem die Spiritus reverberiret werden können. Man muß
        aber so offt die Destillationes wiederholen, bis die Erde sich gantz verzehrt. Das Caput
        mortuum aber muß man zur Extraction deß Salis fixi aufbehalten wie es folgen wird. Nimm alle
        Destillationes, welche aus dieser Erden kommen ziehe das Phlegma in einem gläsern Kolben
        darvon in M.B. aber die Spiritus treib in der Aschen in ein vorgelegten Recipienten NB.
        Diese Spiritus können zwar aufgehoben werden aber sie taugen nichts zu unserm Werck. Die
        Erde aber, welche im Grund des Kolbens verblieben soll nach der Kunst gebührlich sublimirt
        werden, mit dem aufgesetzten blinden Helm so wirst du ein Saltz, wie ein Schnee, gar subtil
        erlangen welches durch öfftere Sublimation soll re- 292 ctificirt werden und in einem
        wolverschlossenen Glas aufbehalten werden: denn sonsten wird es von der Lufft zu Wasser
        resolvirt.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,bereits verwendete Erde calcinieren; Extraktion mit Wasser;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a11,A11 Dieser Kunst Praxis ist diese,Vom Fixen Saltz.,"Nimm die überbliebene Erden calcinire sie im offenen Feuer zu
        einem Aschen 12 Stund, von diesem ziehe das Saltz mit Auslaugung Kochung Solvirung und diese
        Arbeit so offt wiederholend und ausdämpffend bis da ein Crystallisch durchsichtig Saltz
        überkommest.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nein;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a11,A11 Dieser Kunst Praxis ist diese,Die Zusammensetzung der dreyen Saltz.,"Luge das fixe und flüchtige Saltz gieß
        darauf allgemach den Nitergeist so werden sie sich vermischen und zu Wasser werden. Dieses
        Wasser ist der triumphirende Philosophische Mercurius und das Menstruum Universale, welches
        alle Metall ja auch die Edelgestein aufzulösen vermag: denn es ist sehr feurig.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sal Volatile, Sal Fixum und Spiritus zusammengeben;",Mercurius Triumphans Philosophicus; Menstruum Universale;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a11,A11 Dieser Kunst Praxis ist diese,Die Zubereitung des Universal-Wercks.,"Nimm deß Menstrui Universalis zehen Theil deß reinesten Goldes dünn geschlagen ein Theil
        thue es in einen Kolben so wird das Menstruum alsobalden das Gold auflösen wenn das Gold
        alles aufgeschlossen so wird ein wenig Erde in dem Grund deß Glases verbleiben, laß über
        Nacht stehen. Man kan es auch in eine Phiol filtriren welche man hernach Hermetisch
        verschliessen kann und in deß Athanors innern Kugel verwahrlich aufbehalten. 293",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Qualität des Goldes; klein geschlagenes Gold; hochreines Gold; Verhältnis Gold : Menstruum Universale 1 : 10; Gold und Menstruum Universale in Kolben; Gold löst sich auf; Abfiltrieren; Goldlösung in Phiole überführen; Phiole hermetisch sigillieren;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a11,A11 Dieser Kunst Praxis ist diese,"Der
            Gebrauch deß Philosophischen Athanors, zu diesem Werck.","Es seynd in dem Athanor drey Kugeln die erste ist die größte und gantz die mittlere ist
        oberhalbs durchlöchert damit der Dampff durchdringen könne die dritte ist von Eichenholtz in
        welchem die Fäulung verrichtet wird durch das Dampff-Feuer. In der ersten Kugel soll genug
        Wasser seyn welches wenns verdämpffet wieder mit andern warmen soll ersetzet werden. Dieser
        Fäulungs-Grad wird in viertzig oder fünff und viertzig Tagen vollbracht in welchem Grad denn
        die Schwärtze das Raben-Haupt zu erscheinen pfleget. Wenn die Fäulung vollbracht so nimmt
        man die hültzerne Kugel hinweg dieweil man deß Wassers ferner nicht vonnöthen hat. Setze es
        derwegen in die gelöcherte Kugel, welche mit Aschen gefüllet ist und soll deß Feuers Grad so
        heiß seyn daß es den Finger nicht verletze so werden alsdenn inner 50 Tagen mancherley
        Farben erscheinen welche der Pfauen-Schwantz genennt werden endlich die Grüne alleine. Nimm
        hierauf das Glas, und setze es in die gröste mit Sand gefüllte Kugel, daß der Sand das
        verschlossene Glas mit seiner Materi bedecket. Schließ den Athanor zu, schüre Feuer unter,
        welches ein Finger nicht erleiden kan, so wirds inner 50 Tagen gantz weiß; fahre mit solchem
        Feuers-Grad fort bis die Materi gelb wird welches inner 30 aufs höchste inner 50 Tagen
        geschehen wird. 294 Setze endlich das Glas auf den Boden und gebrauche den vierdten Grad deß
        Feuers bis das Pulver gantz roth scheine in dessen Mittel ein rothes Korn gantz durchsichtig
        wie eine rothe Erbsen du sehen wirst. Dieses hebe fleissig auf denn es ist deß Goldes Samen
        das herum ligende rothe Pulver kanst du nur hinweg thun dieweil solches zu diesem Werck
        nicht tauget. Mit dem rothen Korn aber solt du als mit einem köstlichen Schatz also
        verfahren.   Nimm das rothe Korn
        welches der Philosophen Gold ist wigs fleissig thue darzu 10 Theil deines Menstrui, thue es
        in ein kleine Phiol zwey drittel leer lassend sigillire Hermetice, und setze es erstlich in
        die ersten Kugel und arbeite durch alle Grad des Feuers und benannte gezählte Täg wie zuvor,
        bis endlich ein rothes gläntzendes Pulver erscheinen wird. Nach diesem probire diß auf einen
        silbern Blech obs wie ein Wachs schmilzt, oder noch rauchet; wo dem also wäre so setze es in
        den Sand tieff damit es fixer werde und die Art des Feuers überkomme.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3 Kugeln; 1. Kugel die größte; 2. Kugel voller Löcher; 3. Kugel Eichenholz;,gefüllte Phiole in Athanor; 1. Phiole in Wasserdampf; 1a. 40-45 Tage im Wasserdampf; 1b. im Wasserdampf Putrefaction; 2. Phiole in Aschebad; 2a: 50 Tage im Aschebad; 2b: im Aschebad Pfauenschwanz; nach Pfauenschwanz grün; 3. Phiole in halben Sandbad; 3a: Phiole schaut aus Sand heraus; 3b: 50 Tage im halben Sandbad; 3c: zuerst im halben Sandbad Weiß; 3d: weitere 30-50 Tage im halben Sandbad; 3e: im halben Sandbad jetzt Gelb; 4: Phiole komplett im Sandbad; 4a: Zeit unbestimmt; 4b: im kompletten Sandbad Rot; 4c: im kompletten Sandbad in der Mitte Rubinkorn; Rubinkorn ist Erbsengroß; 4d: im kompletten Sandbad außen rotes Pulver; 5: rotes Rubinkorn entnehmen;,Goldsamen; der Philosophen Gold;,Secunda Compositio;,auf glühendem Silberblech;,N/A,N/A,N/A
g2a11,A11 Dieser Kunst Praxis ist diese,Die Vermehrung.,"Nimm deines rothen fixen Pulvers ein Theil deß Menstrui zehen Theil thue es in eine Phiol
        zusammen schliesse es Hermetisch zu stelle es in den Athanor, und verfahre damit in allen
        Stücken wie zuvor bis in der hültzern Kugel die Schwärtze, in der andern die mancherley
        Farben in der erste die rothe Farb erscheine. 295 Auf diese Weis kan man nach Gefallen zum
        andern und drittenmal multiplicirn. In der ersten Operation wird 1. Theil 10. Partes, inder
        andern 100. in der dritten 1000. Theil tingirn. Lasse dich diese Arbeit nicht verdriessen
        betrachtend daß dieselbige nicht als die vorige, lang gewähret, denn das letztemal wird in
        dem Athanore in der Eichen-Kugel inner drey Tagen die Schwärtze erscheinen; desselbigen
        gleichen auch in der durchgelöcherten Kugel; in dem Aschen werden inner drey Tagen alle
        Farben bis an die Grüne erscheinen. In der ersten Kugel auch im Sand wird in dreyen Tagen
        die Röthe hervor kommen: Also wirds keine Ursach seyn daß dich solche Arbeit verdriessen
        solte.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Verhältnis Rubinkorn : Menstruum Universale 1 : 10; in Phiole überführen; Phiole verschließen; im Athanor durch alle Farben; schnellere Wiederholung der ersten Operation; mehrfache Multiplikation; nach 1. Multiplication kann die Tinktur 10 Teile tingieren; jede Multiplikation verzehnfacht die Kraft der Tinktur;,N/A,N/A
g2a11,A11 Dieser Kunst Praxis ist diese,Die Fermentatio und Zubereitung zur Projection ist diese:,"Nimm des rothen Pulvers ein Theil deß reinesten Golds zehen Theil NB. wenn das Gold im
        Tiegel fliesset wirff das Pulver drein so wird das Gold brüchig: und dieses ein Theil
        tingiret deß Mercurii 10 Theil ins beste Gold. Aber hierbey seyn 3. Ding zu betrachten. 1. Dieses Pulver tingirt nach der ersten Projection ferner nicht deßhalben nim seiner wol
        in Acht. 2. Ohne Gold ferment wird es genannt der Lapis, dessen in der Artzney dergleichen
        Gebrauch ist. 296 Nimm des Lapidis 1. Scrupel Spiritus Vini zwey Unzen solvire es; von
        diesem können nach Nothdurfft der Krankheit dem Patienten 2, 3 in die vier Tropffen in einem
        Wein oder andern Liquore gegeben werden. 3. Nach der Fermentation wirds genennet eine
        Tinctur welche weiter nicht kan multipliciret werden. Ist derowegen etwas von dem Lapide
        aufzubehalten: in deme von zehen Theilen deß Menstrui, und ein Theil deß Lapidis die
        Multiplication leicht kan angestellet werden. Dem höchsten GOTT allein ist die Ehr!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,multiplizierte Tinktur und Gold; Qualität des Goldes; hochrein; Verhältnis Tinktur : Gold = 1 : 10; Gold und Tinktur in Schmelztiegel; Gold und Tinktur schmelzen; Gold wird brüchig;,fermentiertes Goldpulver und Quecksilber; 1 Teil fermentiertes Goldpulver und 10 Teile Quecksilber; Resultat: bestes Gold;
g2a12,A12 Lapis Philosophorum Sendivogii,[Start of Document],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a12,A12 Lapis Philosophorum Sendivogii,A12 Lapis Philosophorum Sendivogii,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a12,A12 Lapis Philosophorum Sendivogii,Lapis Philosophorum Sendivogii,"Nimm von der rechten Erden, die von [CZ: Sonne]
        und [CZ: Mond] und andern Sternen wohl geschwanger ist, theile solche in 2. gleiche Theil, aus
        dem einen Theil wird das Philosophische [CZ: Salpeter], aus dem andern das flüchtige und fixe
        Saltz gezogen. 53",Sendivogius;,N/A,N/A,N/A,"Erde durch Sonne, Mond und Sterne imprägniert;",N/A,Erde in 2 Teile teilen;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a12,A12 Lapis Philosophorum Sendivogii,Vom philosophischen Nitro,"Die erste Arbeit geschicht durch sieden, filtriren und coaguliren, wie die SalpeterSieder
        pflegen zu verfahren, von dieser einen Helffte muß nun solcher [CZ: Salpeter] aufs Höchste
        gleich einem Crystall gereiniget werden, wann solches geschehen, so nimm seine hinterstellige
        Erden, daraus du den [CZ: Salpeter] gesotten hast, laß sie 3 oder 4mahl wohl erglüen, daß
        nichts feuchtes darbey bleibet, und zu einem Theil des [CZ: Salpeter] nimm 3 Theil seiner
        calcinirte Erde, wohl gemenget, thu solches in eine verlutirten retorten, doch auf einmahl
        nicht über anderthalb lb [CZ: Salpeter], und vier und ein halb lb calcinirter Erden, und treib
        solches wie man sonsten einen Spiritum [CZ: Salpeter] zu treiben pfleget, in Recipienten
        schlag 2 lb distillirt Regen [CZ: Wasser] vor, daß sich der rothe Spiritus darein setze,
        verlutir alle Fugen wohl, wann es nun verrichtet, laß den Ofen erkalten, und distillire aufs
        neue, wie zuvor gemeldet, biß du vermeinst genugsam zu haben, alsdenn thu alle Spiritus [CZ:
        Salpeter] mit dem [CZ: Wasser] zusammen in ein Kolben-Glaß, mit dem Helm wohl verlutirt, setze
        es in B.M. zu distilliren, (man möchte aber die Vorlage zuvor mit 2 lb [CZ: Wasser] abmessen,
        damit man mercken könte, wann das [CZ: Wasser] herüber wäre,) nimm hernach den Kolben mit dem
        Spiritu [CZ: Salpeter] aus dem B.M. setze ihn in eine Sand-Capellen, verlutire den Helm wohl
        darauf, gib erstlich lind hernach starck [CZ: Feuer], biß die Spiritus alle herüber seyn; die
        Fugen des recipienten müs- 54 sen wohl verwahret seyn, endlich verwahre die obengetriebene
        Spiritus an einen kalten Ort, gar wohl, das Glaß soll nur halb voll seyn, damit die Spiritus
        circuliren mögen.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,wie Salpetersieder;,Sieden; Salz wird gereinigt;,Nitro;,ausgelaugte Erde calcinieren; Erdsalz und calcinierte Erde vermischen; Verhältnis Erdsalz zu Erde 1:3; keine Kugeln; maximal 6 Pfund pro Ansatz; Mischung in Retorte geben; in Vorlage Wasser; 2 Pfund Wasser; destilliertes Regenwasser; Spiritus geht über; Spiritus rot; Spiritus rektifizieren; Spiritus kühl lagern;,N/A,aus frischer Erde; 6 Pfund Erde; aus Retorte destillieren; kein Wasser vorlegen;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a12,A12 Lapis Philosophorum Sendivogii,Vom Sale volatili,"Nimm 6 lb der Terrae, thu solche in eine verlutirte Retorten
        in allen distillando, wie du zuvor mit dem Nitro und calcinirten Terra gethan, so wird mit dem
        Spiritu ein flüchtig Saltz am Halse etwas anhangen, thu solches, wann es alles erkaltet zu den
        Spiritus, in diesem Werck muß kein [CZ: Wasser] fürgeschlagen werden, denn die terra hat
        selbsten ihre Feuchtigkeit, daß sich der Spiritus niedersetzen kan, das distilliren muß so
        viel geschehen, biß der andere halbe Theil aller verbrauchet ist, aus der hinterstelligen [CZ:
        Caput Mortuum] oder terra extrahir das fixe Saltz, nimm diese Spiritus mit sammt seinem Wasser
        in ein Kolben-Glaß, lutier einen Helm darauf, laß erstlich das phlegma in MB herüber gehen,
        hernach den Spiritum in der Asche herüber gezogen, diese Spiritus gehören zu diesem Wercke
        nicht, mögen sonsten aufgehoben werden zu andern Sachen dienstlich, das hinterstellige Corpus,
        so am Boden blieben, nimm fleißig heraus, thue es in ein klein Glaß, setz ein Helm darauf und
        sublimir im Sand mit starckem [CZ: Feuer], so wird das flüchtige [CZ: Salz] sich im Helm
        erheben Schnee-weiß, am Boden wird gar eine leichte Erden bleiben, die mag man wegwerffen, das
        sublimirte Saltz mag man noch einmahl sublimiren, daß es 55 gantz rein werde, verwahre es wohl
        in einem Glase vor der Lufft.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a12,A12 Lapis Philosophorum Sendivogii,Vom Sale fixo,"Nimm die [CZ: Caput mortuum] oder interstellige terra vom Saltz volatili, calcinir die
        offenen [CZ: Feuer], daß sie zu einer Asche werde, welches in 10 oder 12 Stunden geschicht,
        darnach procedir mit warmen distillirten Regen-Wasser und Lauge es aus, procedire so lange,
        biß kein Saltz mehr in der terra zu finden ist, denn wirff dieselbe hinweg, das CZ: [Wasser]
        filtrir und coaporir es, so wird das Saltz am Boden bleiben, welches so lange purificirt
        werden soll, biß es schon Cristallinisch und durchsichtig ist, denn so ist es bereitet, und zu
        unserm Werck fertig gemacht.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,bereits verwendete Erde calcinieren; Extraktion mit Wasser; destilliertes warmes Regenwasser; Extrakt reinigen;,Nein;,N/A,"Sal Volatile, Sal Fixum und Spiritus zusammengeben;",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a12,A12 Lapis Philosophorum Sendivogii,Compositio Salium,"Nimm das fixe und volatilische Saltz zusammen, geuß den
        Spiritum [CZ: Salpeter] gemachsam darüber, so werden sie einander annehmen, und zu einem [CZ:
        Wasser] werden, dieses ist nun der [CZ: Quecksilber] optatus und Menstruum Universale, welche
        alle Metalle und Edelgesteine aufzuschliessen mächtig ist, denn es ist lauter [CZ: Feuer] und
        [CZ: Wasser]. Folget:",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mercurius Optatus; Menstruum Universale;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a12,A12 Lapis Philosophorum Sendivogii,Compositio Universalis,"Nimm des Menstrui Philosophici part 10 thu es in ein Glaß, das klein sey, darein thu 1 part
        dünn geschlagen fein reines Gold, so wird es bald auflösen, und wird vom [CZ: Gold] eine terra
        zu Boden fallen, wann solches einen Tag gestanden hat, denn filtrir es, geuß es in eine reine
        Phiol, doch daß nichts von der ter- 56 ra herüber gehe, setze es in Athanor in die innerste
        Kugel.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Qualität des Goldes; klein geschlagenes Gold; hochreines Gold; Verhältnis Gold : Menstruum Universale 1 : 10; Gold löst sich auf; Abfiltrieren; Goldlösung in Phiole überführen;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
