text_id,div_name,seg_id,word_count,top_anchors,text_preview
g1a16,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,1,135,"spiritus, erden, gantz, diese, nitri, nichts, terra, erstlich",welches im Meer der Welt schwebet das Waßer welches die Hände nicht naß macht ohne welches in der gantzen Welt nichts gebohren noch gezeuget werden kann Und alßdann habt Ihr das Secretum omnium Philos...
g1a16,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,2,510,"theil, feuer, spiritus, erden, kugel, solches, saltz, wieder",in Ihme ein Sal Alkali oder Fixum Also ist es drey einig und imitiret Seinen Schöpfer in diesem Puncto welches alles durch die Bereitung des Feuers auf nachfolgende Weise offenbahr gemacht wird PRAEPA...
g1a16,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,3,615,"theil, feuer, erden, tagen, wieder, setze, gantz, diese",weit gebracht habt denn jetzt habt Ihr den rechten wahren Haupt Schlüssel oder Philosophischen Stein in Händen mit welchen Ihr alle verschloßene Thüren und Thore aller Metallen und Mineralien auch Ede...
g1a16,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,4,45,"feuer, klein, körnlein",das reine Körnlein aber verwahret alß einen hochtheueren und königlichen Schatz denn es ist das wahrhaftte höchstgereingte Quintum esse und semen auri das rechte tingirende Gold Körnlein und ein solch...
g1a16,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,5,255,"theil, wieder, setze, gantz, diese, zusammen, andern, hernach",oftt wiederholter imbibition und coagulation auf folgende Weise Die Zusammensetzung des Lapidis mit seinem eigenen Liquore Weil die Philosophi sagen Lapis noster non tingit nisi prius tingatus liquore...
g1a16,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,6,111,"gantz, diese, sondern, darnach, ander",biß zue Ende gantz deutlich und treulich eröffnet brauchts zum Lobe Gottes zur Nutz Eures Nechsten und aller armen nothleidenden Menschen auch Euch selber zue Euerer zeitlichen Wohlfahrt Und was Ich f...
g3a21,A21 Ex ore D. Jac. Alst. Secretum Sedivojae,0,75,"wasser, spiritus, saltz, diese, recipe, salis, terra, spiritu",A21 Ex ore D Jac Alst Secretum Sedivojae 23 Ex ore D Jac Alst einio Secretum Se n divojae Recipe Terram Universalem Arietis vel Tauri eins Knies tieff unter dieselb Erd gegraben darauß distillir ein S...
g3a21,A21 Ex ore D. Jac. Alst. Secretum Sedivojae,1,183,"damit, nichts, tinctur, terra, terrae, menstrui, werde",partes undecim CZ Gold lis parte 1 Luna partes duas Laß fliessen inn geschlossenem tigel drei in ein and oder gemacht daß nicht durch fliesse 7 Monat im glaßofen es evadet Sol vivus et semen purum wir...
g3a22,A22 Proceßus Universalis per Spiritum universi M. Sendivogy,0,60,"andern, erstlich, ander, daraus",Sendivogy Es ist erstlich zuwißen daß die Erde aller dinge Sähmen wie auch derselben wirkung und zeugens in sich schleußt und begreiffet den sie ist das Subjectum aller himlischen Straalen und einflüß...
g3a22,A22 Proceßus Universalis per Spiritum universi M. Sendivogy,1,165,"wasser, feuer, spiritus, erden, damit, solches, wieder, setze",sie nach gebuer gereiniget und sublimiret als den unter freien himel gesetzet wirt sie alßbaldt von himmlischer wirkungen und tugenden foecundieret und geschwängert das sie von sich selbst allerlei Kr...
g3a22,A22 Proceßus Universalis per Spiritum universi M. Sendivogy,2,270,"theil, erden, solches, saltz, wieder, setze, diese, solche",flüchtigen Saltze in dieser Jungfräulichen Erd verborgen Und letztlich ist in ihr ein fixes CZ Salz als sein receptacul und corper den vorigen 2 Salum von Gott eingepflanzet das also die drei salia in...
g3a22,A22 Proceßus Universalis per Spiritum universi M. Sendivogy,3,210,"wasser, spiritus, erden, damit, solches, setze, salpeter, gantz",Kreuterlein pflegen zu wachsen vermerket 3 Ehlen lang und breit in 4drato mörgens ante CZ Sonne ortum colligierten wir die salische Erde in superficie ebener maßen ab biß wir gedachtes genug haben sed...
g3a22,A22 Proceßus Universalis per Spiritum universi M. Sendivogy,4,165,"wasser, feuer, spiritus, damit, solches, wieder, gantz, diese",nur distillation verrichtet den Ofen woll erkalten den recipienten abgenommen und woll verwahret Im fall der Retorta noch gantz mag man sie wiedrumb gebrauchen neue calcinierte Erde und Nitrum genomme...
g3a22,A22 Proceßus Universalis per Spiritum universi M. Sendivogy,5,135,"theil, wasser, spiritus, erden, damit, solches, saltz, diese",Oportet ut figurae bene sint clausa ne ruba spiritus evolent Hoc facto frigeseat und verwar die spiritus in vitro clauso in loco frigido und das glas soll nur halb voll sein damit die spiritus circuli...
g3a22,A22 Proceßus Universalis per Spiritum universi M. Sendivogy,6,60,"spiritus, erden, saltz, diese, solche, zusammen, herüber, kolben",und soll die hinterstellige Erde oder caput mortuum fleißig zur extraction des fixen Saltzes als folgen wirt aufgehoben werden Man nehme alsdan alle diese destillationes zusammen thue sie in einen kol...
g3a22,A22 Proceßus Universalis per Spiritum universi M. Sendivogy,7,60,"feuer, erden, saltz, kolben, andere, klein, boden, flüchtige",werden den sie zu anderen Sachen dienlich Das caput mortuum so in fundo des kolbens nimb thue es in ein klein kölbelein cum alembico lutato et sublima CZ Feuer forti in arc a na So wird sich das flüch...
g3a22,A22 Proceßus Universalis per Spiritum universi M. Sendivogy,8,60,"feuer, erden, erste, aschen, werde, asche",und sublimierte CZ Salz kann de novo sublimieret werden ita ut nullae feces amplius sentiantur hoc Sal custodi in vitro peculiari bene clauso alias ab aere resolventen in auqam Zum 3 ten Vom Sale fixo...
g3a22,A22 Proceßus Universalis per Spiritum universi M. Sendivogy,9,675,"theil, wasser, feuer, spiritus, erden, damit, kugel, solches",facto procedire damit mit CZ Wasser pluviali destillata calida alß so man sonst nur Lauge machet so wirt mit dem CZ Wasser das fixe CZ Salz hindurch rinnen procedir solange biß das kein CZ Salz mehr i...
g3a22,A22 Proceßus Universalis per Spiritum universi M. Sendivogy,10,195,"theil, feuer, kugel, solches, tagen, wieder, solche, recipe",das glaß in die gelöcherte Kugell in Asche ut ante in primo Labore Mach den Athenar zu kommen auch allerley farben letztlich die grüne farbe Den thu die Gelöcherte Kugell weg und thue Sand in die Erst...
g3a22,A22 Proceßus Universalis per Spiritum universi M. Sendivogy,11,131,"theil, feuer, damit, solches, wieder, gantz, solche, ersten",gestoßen wirt Alsden Ein teil des geflossenen CZ Gold uff zehn CZ Mercurius y vulgi wens im Schmeltztiegell beim CZ Feuer anfehet zu rauchen geworffen so wirtt sich dasselbe alsbald in Gold verwandeln...
g3a25,A25 Wie aus dem primordialischen Chaos das hylealische Salz kan gefunden werden,0,315,"wasser, erden, damit, tagen, wieder, setze, salpeter, diese",A25 Wie aus dem primordialischen Chaos das hylealische Salz kan gefunden werden 475 Wie aus dem primordialischen Chaos das hylealische Salz kan gefunden werden 476 Wenn du im Frühjahr einen Ort weist ...
g3a25,A25 Wie aus dem primordialischen Chaos das hylealische Salz kan gefunden werden,1,285,"wasser, feuer, spiritus, erden, damit, kugel, setze, salpeter",die Helfte evaporiren und setze es hin so wird noch mehr von CZ Salz anschiessen und dieses continuire bis kein CZ Salz mehr anschiesset das CZ Salz reinige durch solviren filtriren coaguliren und cry...
g3a25,A25 Wie aus dem primordialischen Chaos das hylealische Salz kan gefunden werden,2,90,"wasser, erden, solches, setze, salpeter, spiritum, diese, solche",sublimiret sich auch das Salz in den Helm und muß so lange aufsublimirt werden bis es keine feces mehr im Kolben zurück lässet und denn wohl verwahret aufbehalten werden Anjetzo nimm das Cap mort und ...
g3a25,A25 Wie aus dem primordialischen Chaos das hylealische Salz kan gefunden werden,3,360,"feuer, erden, wieder, setze, diese, solche, zusammen, hernach",hast du in deinen Händen einen wahrhaftigen Liquorem universalem mit solchem das CZ Gold potabile zu machen und eine mächtige Tinctur zu bereiten wie du mein Sohn in der Nacharbeit solst berichtet wer...
g3a25,A25 Wie aus dem primordialischen Chaos das hylealische Salz kan gefunden werden,4,77,"damit, diese, natur, verborgen",habe 480 Aber laß dir genug seyn wenn du den grossen GOtt zum Freunde hast freue dich denselben und betrachte die Natur wozu ich dir von Herzen vielen Segen wünsche Sey verschwiegen und halte dieses v...
g3a26,A26 Von der fetten Erde auf Adeptis,0,120,"erden, diese, erste, sonsten, stehen",A26 Von der fetten Erde auf Adeptis Von der fetten Erdte auf Adeptis Wie alle gelben Erden welche fett und schmierig eine solarische Milch in sich haben mit welcher man Wunder thun kan diese Erde kan ...
g3a26,A26 Von der fetten Erde auf Adeptis,1,105,"spiritus, erden, diese, solche, herüber, salis, spiritu, farben",in Annaberg aufs Clausthal unter den Silbergängen siehet es vor der Zeit Braun aus wenn aber die eine Witterung geschiehet so siehet sie wie pures CZ Gold währet aber nicht länger als 3 biß 4 Stunden ...
g3a26,A26 Von der fetten Erde auf Adeptis,2,135,"theil, wasser, solches, setze, diese, solche, zusammen, nichts",sein CZ Salz aus den zurück gebliebenen Cap Mortuo wenn alles extrahiret so filterire und evaporire biß auf die Helffte setze es in Keller so schießen Christallen dieses Menstrum schlieset alles auf u...
g3a26,A26 Von der fetten Erde auf Adeptis,3,75,"diese, kolben, tinctur, einander, farben, gehen, sehen, ander",und laß sie durch die Farben gehen welches unaussprechlich anzusehen wenn sie nun miteinander eincoagulirt mit den Gold CZ Öl und mit den CZ Schwefel CZ Öl kan man es augmentiren dieses ist eine nöthi...
g3a26,A26 Von der fetten Erde auf Adeptis,4,110,"wieder, diese, rothe, sehen, werck, etwas",fängt das Ertz an darinne zu wachsten welches wunderwürdig anzusehen ist und es giebt sich oben ein dickes fettes Blutrothes CZ Öl dieses kan man alle 4 Wochen abnehmen und in ein phliosophisch Ey ver...
