text_id,div_name,segment_id,word_count,full_text
g2a4,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",13,84,"Demum mitte phiolam ad fundum arenae, und continua ignem, usque dum materia und pulvis rubescat, und in medio granum ad instar rubini rubicans magnitude lentis appareat: hoc signum bene observa, quia hoc granum est semen [CZ: Gold]lis. Pulverem rubicundum, qui in circuitu hujus grani est, separatim accipe, quia non est aptum ad opus, granum autem rubino simile cum magna cautela accipe, und conserva, cum hoc grano procedas, ut sequitur. [Recipe] hoc granum rubicundum, quod est [CZ: Gold] Philosophorum vivum, pondera valde attente und diligenter."
g2a4,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",14,99,"Appone partes decem ponderi de menstruo Philosophico superius facto, impone phiolae, quae tres partes habeat vacuas, und unam partem solum a materia occupatam. Sigilla hermetice, pone in Athanor, und procede, ut sequitur. Primo thue das Glaß in Athanor in die eichen Kugel procedir damit wie in der ersten Arbeit geschehen und wann innerhalb 40 oder 45 Tagen die Schwärtze kommt so thue die eichene Kugel hinweg mit sampt dem Wasser setze das Glaß in die gelöcherte Kugel in cineres in die Aschen occlude Athanor spatio x. dierum, apparent omnis generis colores, vel cauda pavonis, und sub finem color viridis."
g2a4,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",15,119,"Dein remove diese Kugel und mitte arenam in globum primum, occlude Athanor, und da ignem usque dum albescat (ut supra,) und post sequentes 30 dies ejusdem gradus flavescat. Setze das Glaß endlich zum understen in den Sand gib [CZ: Feuer] so lang biß das Pulver schön roth durchsichtig wird: geschicht ungefähr circiter inter 40 Täg darnach probier ein wenig auff einem glüenden silbernen Blech obs rauchet oder fliesset ad instar cerae, si fumaret, iterum vas pone ad inferiorem partem arenae, usque dum continuato und vigorato igne optime sit fixum, und fluat absque fumo. [Recipe] pul. fix. part. un. menstr. suprad. part. x. impone phiolae, subito hermetice sigellitur, ponatur in Athanor, und in globo quercino, spatio 3. dierum apparebit nigredo."
g2a4,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",16,142,"Dein in sphaera 2da perforata post triduum cauda pavonis usque ad viriditatem: demum in ultimo globo in arena intra triduum similiter rubedo. Hic labor, und multiplicatio potest bis, ter, usque in infinitum iterari eodem plane labore juxta placitum. So wird die erste multiplication, so man deß Pulvers 1 thl. auff 10 thl. [CZ: Gold] fein so im Fluß stehen muß wirfft und wieder außgiest quod aurum est frangibile brüchig und wanns zu kleinem Pulver gestossen wird und alsdann 1 Theil deß 236 zusammengeflossenen Golds auf X. thl. Mercurii vulgi, wann er in einem Tigel überm Feuer erwarmet und beginnet zu rauchen, injectum statim X partes [CZ: Quecksilber]ii, ex una parte pulveris [CZ: Gold] fermentati injecti transmutantur in purum aurum, und in prima multiplicatione una parts 100. in tertia vero mille, in 4ta x, millia, in 5ta 100000. centum millia, und sic deinceps."
g2a4,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",17,53,"Notandum, quod medicina haec benedicta, vel pulvis rubeus fixus, vel tinctura non debeat tota supra fermentum vel corpus auri, sed aliqua pars ejus debet conservari absque fermento, ut possit multiplicari in qualitate, quando opus fuerit. Hunc errorem Sendivogius sub principium commiserat, quia pulvis semel fermentatus nunquam amplius potest multiplicari. Benedict. Un. Trin. DEUS."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,0,104,236 [...] Lasset Euch machen etliche Fässer wie die Salpetersieder haben und mit Stöckhölzern und Zapffen lasset auch einer Hand hoch fein rein und saubers Strohe fest übereinander auff die Stöckhöltzer legen schüttet die Wasser-Fässer voll reiner Erden auß einer reinen feisten Laim-Gruben die nicht steinig sondern fein fett ist geust oben darauff rein kaltes Wasser allerdings wie es die Salpetersieder machen lasset es 24. t. u. n. darauff stehen damit es das reine [CZ: Salz] auß der Erden in sich ziehe darnach lasset das Saltz-Wasser unden beym auffgemachten Zapffen langsam abtreiffen in ein anders höltzenes Gefäß und machet solcher Erden-Laugen eine gute quantität.
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,1,134,"Wann nun der selben Laugen eine gute quantität vorhanden so lasset sie in einem eingemauerten Kessel einsieden biß der Kessel 8. oder 10. mahl wol eingesotten. Notandum, damit niemahlen über den halben Theil des Kessels gute Laugen übrig zu verletzen so schöpffet man die Laug herauß in einen andern Kessel der in die frische kalte Erden soll eingegraben seyn und lästs also etlich Tag kühl und unbewegt stehen so wächst das reine Erd-Salz im Kessel an wie ein anders nitrum; dasselbige muß man folgends mit solviren coaguliren und so offt reinigen und läutern biß es schön durchsichtig und cristallisch worden das heisset dann Sal nitri terrae Philosophorum [CZ: Salpeter] nostrum, welches in mari der Welt schwebet das Wasser so die Händ nicht netzet ohne welches in der Welt nichts gebohren oder gezeuget werden kan."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,2,87,"Und also habt ihr das Secretum omnium Philosophorum in euren Händen und die Brunnquell oder arcam in naturae, darinnen der obengemeldete Spiritus naturae und mundi universalis häuffig verborgen stecket darauß Leben und Gesundheit herfleust; proinde, ut inferius latius. Dieses unser [CZ: Salz] nitri, terrae virgineae, ob es wol dem Ansehen nach nur ein Ding zu seyn scheinet hat es 3. unterschiedliche salia in sich dann vor sich selbsten ist es ein köstlich und Philosophisches [CZ: Salpeter] darinnen der Spiritus mundi steckt nicht gar fix sondern mittelmäßiger Natur."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,3,136,"Zum Andern hat es in sich ein Sal armoniacum oder vola- 237 tile. Zum Dritten steckt auch in ihm ein Sal alcali oder Sal fixum. Also ist es dreyerley und imitirt seinen Schöpffer in diesem Puncto, welches alles mediante [CZ: Feuer]te in praeparatione sequenti modo instituenda manifestatur. [Recipe]. Salis nostro lib un pulveriza subtiliter, tenere, und misch darunter 3 thl. vel libras propriae suae terrae, exqua sal extractum fuit: haec porro terra post salis extractionem debet in furno figuli bene calcinari, macht hernach aus der Erden und dem Saltz Kügelein darauß cum inspersione tantillum aquae destillatae purissimae, desiccentur bene, imponantus retortae forti fictili per gradus ignis in recipientem, in quo prius sit imposita aquae destillatae libra una, quando spiritus transiverint, sub finem vigorabis ignem vehementius, und sublimabitur sal volatile partim in recepiente, partim in collo retortae."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,4,59,"Sine refrigescere vasa und fornacem. Misce spiritus, und sal volatile, quod sublimatum est in recepientem. Iterato accipe nitro nostri lib. un. und terrae nostrae desiccatae, und bene calcinatae lib. tres. Iterum destillata, und repete also viel Bränd als du wilt. Et collige spiritum destillatum, und sal volatile insimul dilligenter. Capita mortua similiter, serva ad partem omnia pro ulteriori usu."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,5,60,"Spiritus omnes und totum sal volatile permixta impone in cucurbita salis capaci: separa phlegma in balneo leni a spiritibus: phlegma serva ad partem: Deinde cucurbitam pone in cineribus, vel arena, rectificata distillando spiritus per alembicum, und hanc rectificationem in cineribus reitera aliquotes: conserva spiritus rectificatos in vase amplo tantum ad medietatem pleno, und bene orificio occluso pone ad locum frigidum."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,6,60,"Sal volatile, quod in fundo remansit cucurbitae, in qua rectificationes sunt factae, sublimetur igne fortiore in cineribus, vel arena; sublimatio per se reiteretur aliquotes, usque dum nullas post se faeces derelinquat. Hunc salem sublimatum in vitro probe occluso serva in loco calido. Accipe capita mortua omnia, calcinentur iterum valido igne in furno figuli vellaterum, usque dum redacta sint in cineres."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,7,143,"Exinde per [CZ: Wasser] distillatam calidam extrahe totum [CZ: Salz] fixum, purificetur solvendo, filtrando, coagulando ad summum puritatis gradum. Hactenus habuistis corpus animam, und spiritum benedicti nostri lapidis, separata, und unumquodque horum seorsim per se in tali gradu tam perfecto, und eminente, ad quem in praevia hacce praeparatione per artem pyrotechniae potuit perduci, und a suis heterogeneis, und annexis maledictionibus primordiablibus liberari. In subquentibus 238 laboribus tria principa depurata perfectissime reunietur; und ex tribus unum denuo per artem constituetur, hoc modo: In nomine Domine Jehova; [Recipe] tuum volatilem und fixum salem, quantum hujus confectisti, con ungantur, und misceantur, und pulverizentur in minutissimum pulverem; deinde pone in cucurbita ampla satis und alta, und guttatim superaffunde purificatum superius spiritum nitri nostri paulatim, obduretur optime imposito caeco alembico orificium, und juncturae cucurbitae,und ponatur ad digestionem lenem, und haec tria principia amicabiliter reunietur, und efficientur una aqua."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,8,192,"Quodsi in hac aqua 3 principiorum resolutorum faeces adhuc quaepiam, vel terra albicans ad vasis fundum dimisisse conspicerentur, hanc terram faecesque cum diligentia magna ab [CZ: Wasser] separabis. Tunc in secreto cordis tui laetere, und benedic altissimum noctu diuque, quod ad ralem terminum labores tuos deducere benigne voluerit. Quia profecto habes veram und secretissimam totius Philosophiae und naturae clavem, in tua potestate manibusque tuis; cum qua clave omnes portas, und seras occlusas omnium metallorum, mineralium, gemmarumque, und lapidum, und intrinsecum arcanissimum reconditorium, thesaurumque naturae reservare, und aperire pro lubitu poteris. Dann dieses [CZ: Wasser] ist das warhaffte Menstruum universale, vera aqua vitae cum qua omnia metalla, und specialiter, aurum lubentissime se uniunt, und conjungunt. Aurum enim in hac aqua renovatur, und rejuvenescit ad instat aquilae. Hac est illa aqua, welches alle Metall qui in sua compacta als ohnmächtig und halb todt seynd wiederumb erquicket und lebendig machet. Haec Aqua est vera Fontina Bernhardi Trevisani, darinn sich alle Metalla, absonderlich aber der König gern badet. Es ist ihr rechte Mutter von dem sie anfänglich alle herkommen und in dero Leib sie wiederumben mit Freuden eingehen und also zum andern Leben wiederumb gebohren werden."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,9,68,"Haec Aqua est Basilii, unum, in quo omnia in omnibus, alles in allem dann es ist alles weil alles in ihm steckt und alles auß ihm herkommt; und weilen es das Esse allen Dingen gibt und auch das verum Esse aller Dinge ist also ist es billich Alles. Es ist unsere Philosophische Milch welche durch das Metallische coagulum [CZ: Gold] solis dick gemacht und zu einem hartem Philos."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,10,60,"Käse wird. Dictum est, Rex noster [CZ: Gold] se libenter cum [CZ: Wasser] nostra uniat, und in eadem rejuvenescat sicuti aquila. Modus, quo id fieri oportet, in sequentibus exponitur. [Recipe] auri purgati und mundi part. un. Nostrae autem superbened. Aquae Mercurialis part. x. Imponantur simul conjuncta in cucurbita competentis magnatudinis, und confestim aqua nostra [CZ: Gold]em suaviter und naturaliter resolvet."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,11,73,"Ponatur per unam diem und noctem bene obdurato vitro ad digestionem per se: deinde separa terram, quae in fundo vitri confedit. Reliquam solutionem immitte in phiolam vitream fortem tam magnam, uttres partes ejusdem vacuae remaneant, und unica solum a materia occupetur, sigille- tur hermetice, und in dei nomine pone in Athanor oder Digerir-Offen. Et sub principium administra ignem vaporosum per totum tempus putrefactionis, quod intra 40. und 50. dies fieri in opere solet."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,12,84,"Deinde mitte phiolam cum materia in cineres, und da ignem paulo fortiorem, ut imitetur calorem solis in aestate, und per 50. dies hujus gradus diversi colores apparebunt. Dein mitte vitrum in arenam, ita tamen ne totum omnino vas arena contegatur, sed paulo minus medietate, und ignis augeatur per alios 50. dies circa quorum finem apparebit Diana Philos. vel Luna albicans. Sed pulchritudo hujus Deae non tantum tibi placeat, ut a labore cesses, quimimo continua hunc gradum ignis, und intra 30. dies materia tota flavescet."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,13,92,"Postea phiolam sepeli, und cooperias in fundum arenae, und magis vigora ignem per 40. dies, und materia tota rubescet. In cujus medio videbitur, und invenietur lapis lucidus, Rubini forma, qui est Phaenix noster Philosophicus ignem superans, und in illo gaudens, qui ex pulvere circumjacente tanquam pullus tenelius ex testa ovi sui prodit, und in forma grani rubini lapilli se conspiciendum exhibebit, und natus erit Rex Sanctitatis und thesaurorum. [Recipe] dein hoc granum rubinum und separa illud a residuo pulvere rubeo circumjacente, tanquam a suis excrementis, quae in interiore sua radice haeserant, latebanque."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,14,154,"Und hat sie in dieser pur lautern Nacharbeit die Natur selber (weilen es der Kunst unmöglich gewesen) per minima separirt und geschieden. Und habt ihr allhier augenscheinlich zu sehen daß es nicht alles lauter lapis oder Tinctur wird was man in der Nacharbeit einsetzet sondern die verständige Natur scheidet nur das allerreineste quintum esse davon und lässet die faeces und die Sulphura heterogena ligen dieselbe must du hinweg thun das reine rubine granum aber verwahre wol als einen theuren Schatz dann es ist das warhaffte höchst-gereinigte Quintum Esse, und Semen Auri: das rechte tingirende Gold-Körnlein und ein solches liebliches kräfftiges Füncklein mit welchem ihr ein unaußlöschliches [CZ: Feuer] und immerwärenden Reichthumb und Gesundheit auch reinen Verstandes anzünden könnet und vermittels wiederholter imbibition und coagulation vermehren möget ut sequitur. [Recipe], hujus tuae medicinae partam unam, aquae nostrae partes x. impone phiolae sigillatae, und solutum transeat per colores ut supra usque dum sit fixissimum und rubicundissimum."
g1a5,A5 Praeparatio salis nitri ex terra virginea altera,15,182,"Haec multiplicatio potest repeti, quam diu placuerit, und semper lapis in virtute augmentatur. es ist einerley Composition, einerley Process und Arbeit einmahl wie das ander nur daß es an der Zeit allemahl kürzer wird und viel ehender absolvirt wird wie öffter ihr ihn mit seinem eygenen Wasser begiesset solvirt und coagulirt und wanns also weit gebracht so ists hernach ein Kurtzweil und Kinderspiel: semper tamen tibi reserva partem tincturae pro multiplicatione, und sic poteris in infinitum operari, und non opus habebis opus ab initio repetere. In prima multiplicatione (post NB. factam debitam fermentationem,) prima una pars tingit x, in 2da, 100, in 3tia, 1000, in 4ta, x.mille, und sic consequenter in infinitum. Nur jedesmahl unam partem tincturae cum x. partibus menstrui solvirt und coagulirt. Also habt ihr den gantzen Process der wahrhafften Universal-Tinctur, ohne einigen defect, vom anfang biß zu dem ende deutlich und teulich geoffenbahret. Utamini illo ad Dei gloriam, ad misericordiam proximo faciendam, ad propriam conservationem, und in secreto cordis und oris conserva magnum Dei und naturae hocce mysterium: cui sit laus, honor, benedicto und imperium in aeterna secula. Amen."
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",0,104,121 [...] Im Monath May wenn der Himmel klahr helle und rein auch das Gewitter fein stille ohne Wind und Regen auch die Lufft voll liebliches Geruchs daß gleichsam die Lufft wenn man darein siehet von lieblichen Dämpffen dünstet und rauchet so soll man des Morgens frühe bey der Sonnen Auffgang auff eine schöne Wiese gehen wo recht gute schwartze fette Erde viel besser aber rothe gelbe oder bolarische so von Natur schöne Kräuter und Blumen zu tragen pfleget in specie Klee die rothe und gelbe Erde in den Weinbergen ist auch sehr köstlich auch in den Leimen-Gruben wenn sie nur nicht Sandig ist.
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",1,54,Grabe etliche Centner schütte sie von einander damit das Gestirne wohl darinne würcken möge; Diese soll man also 14 Tag und Nächte liegen lassen sollte aber Regen einfallen muß man sie mit Stroh wohl bedecken bis das Wetter wohl wieder klahr. Nach verflossenen 14 Tagen thue die Erde in Fässer und bedecke sie wohl.
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",2,59,Nach diesen soll man etliche Fässer wie die Seiffensieder haben machen lassen und die Erde mit kaltem Wasser auslaugen (ich halte warm sey besser ) laß es 24 Stunden also 122 stehen hernach zapffet es ab und lasset es alles einsieden bis zum 4ten Theil lasset es etlich Tage stehen und anschiessen ist wie Salpeter brennet aber so nicht.
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",3,53,"Diese solvire und filtrire und coagulire cum Aqua Pluviali so offte bis es schön rein wird. Das heisset hernach Sal Terrae vel Salpeter Philosophorum vel Sal naturae virgineum, welches im Meere der Welt schwebet manus non made faciens. Dieses ist nun das hohe Secretum Philosophorum, darinne der Spiritus mundi universalis häuffig verborgen ist."
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",4,96,"Dieses heisset ein Weiber-Werck weil diese gleichsam mit Laugen machen Waschen und Kochen umgehen. Sal hoc naturae, so zwar ein eintziges Ding zu seyn scheinet so hat es doch 3 unterschiedliche Salia in sich denn vor sich selber ist es erstlich ein Sal universale Salpetri naturae et Terrae, darinnen der Spiritus mundi häuffig wohnet nicht flüchtig und nicht gar fix, sondern hat eine Mittel Natur an sich vors andere hat es ein Salarmoniacum vel Volatile an sich drittens steckt in ihm ein Alcali und sal fixum, ist also dreyeinig und wird auff nachfolgende Weise offenbahr. [Recipe]."
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",5,125,"Salis superius praeparati 1 Pfund adde 3 Pf. der eignen Erde woraus das Saltz gemacht ist die 123 Erde aber muß im Töpffer-Ofen erst wieder ausgeglüet werden machet mit etwas Regen-Wasser Kugeln daraus wie da die Kinder mit spielen (weilen die gerne in der Erde scharren wird sie als ein Kinder-Spiel damit compariret ) laßt sie trocknen und destillirt sie in einer wohl-beschlagenen Retorte per gradus ignis, igne aperto herüber in eine große Vorlage worin etwas reine Wasser vorgeschlagen treibt es zuletzt mit starckem Feuer so sublimirt sich theils das flüchtige Saltz in die Vorlage theils auch in den Halß der Retorten, laßt es denn gemach erkalten den Spiritum und flüchtige Saltz waschet beydes zusammen in die Vorlage und hebet es wohl verbunden fleissig auff."
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",6,402,"Nehmet denn wieder 1 Pfund Salis, procede ut prius, et hoc 4, 5 oder 6 mahl repete, hebet denn den Spiritum und Sal volatile ohne allen Abgang fleissig auff diesen Spiritum und Sal volatile hebet zusammen auff in einem grossen gläsernen Kolben und separiret im Baln. Mariae die Phlegma davon denn destilliret durch den Sand aus dem Kolben auch den Spiritum 6 mahl nach einander allemahl wohl verwahret. NB. Dem Saltze aber so im Grunde bleibet gebet starck Feuer so erhebet sich dasselbe in die Höhe und solches Sublimiren per se wiederhohlet auch 5 bis 6 mahl daß es werde wie ein Schnee und keine Faeces mehr liegen lasse denn wohl verwahret. Nun nehmet alle Capita mortua, und calciniret sie noch 1 mahl im Töpffer-Ofen und ziehet mit destillirten Regen-Wasser das Sal fixum daraus 124 reiniget solches auff das höheste und beste bis es schön weiß helle und klahr wird wie ein Crystall und keine Faeces mehr hinter sich lässt. Nun habet ihr Leib Seel und Geist von einander geschieden wie es durch die Vor-Arbeit im Feuer zu bringen und also von den Heterogeniis und Fluch der Erden befreyet; Nun wollen wir solche zusammen setzen. [Recipe] Sal. volatilis et fixi, so viel ihr dessen zusammen bekommen reibet es in einem gläsernen Mörsel zu einem subtilen Pulver thut es in ein hoch und weit Kolben-Glaß und giesset eintzeln euern gereinigten Spiritum e Sale nostro alle mit einander drüber setzet es wohl verbunden in eine gelinde Digestion auff warme Asche 8 Tag und Nächte so werden sich solche drey gereinigte Principia gar lieblich wieder mit einander vereinigen und alle dreye zu einem Wasser werden; Solten sich noch etliche Faeces setzen so separire sie und freue dich in dem HErrn denn du hast den rechten Haubt-Schlüssel der Philosophorum in den Händen mit welchem alle verschlossene Metalla, Mineralia und Lapides auffzuschließen und in ihre Quint. Essent. zu bringen; Denn dieses ist das wahrhaffte Menstruum universale, das rechte Wasser des Lebens mit dem sich alle Metallen gerne vereinigen; insonderheit aber das [CZ: Gold] so sich darinne verjüngert 125 das Wasser so alle todte Metallen lebendig macht die Fontina, worinne sich alle Metallen gerne baden und wieder lebendig werden; Es ist das Bad ihrer Wiedergebuhrt ihre rechte prima materia und allereinige liebe Mutter von der sie anfänglich alle herkommen und in derer Leib sie wieder mit Freuden eingehen und also zum neuen und bessern Leben wieder gebohren werden."
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",7,277,"Es ist das grosse gesalzene Meer der Welt die Aqua pontica, welches aus der Erde die eine allgemeine Brücke ist da jedermann überhin gehet gemacht ist; Und damit es mit einem Worte sage es ist Basilii Alles in allem denn in ihm stecket alles und kommt aus ihm alles her; Es ist das verum esse aller Dinge; Es ist unsere Philosophische Jungfern-Milch [x]. [Recipe] [CZ: Gold] opt. so 7 oder 8 mahl per Antimon. fusum, feilet es je kleiner je besser 1 Theil Aqua Mercurial. 10 Theile thut es zusammen in einen Scheide-Kolben vermachet es feste und setzet es Tag und Nacht auff warme Aschen so wird sich das [CZ: Gold] gantz lieblich aufflösen; Die Erde so sich in Fundo setzet scheidet davon; das Klahre giesset in eine feste Phiole, schmeltzet sie zu und setzet sie in den Athanor, und gebet ihm erstlich Ignis vaporis, bis zu seiner Schwärtze 126 quae spatio 40 dierum fit, alsdenn in die Asche und gebet etwas stärcker Feuer daß das Glas so warm wie die Sonne des Mittags im Sommer auff den Schieffern eines Daches scheinet so werden sich in folgenden 50 Tagen allerley schöne Farben sehen lassen; Hernach setzet es in Sand so tieff daß es eines Thalers dicke breit bloß stehe so werdet ihr abermahl in 50 Tagen den hellen Schein oder die Dianam sehen; Lasset deßwegen nicht ab sondern continuiret euren Gradum ignis, so wird die Materia in 30 Tagen alle gelb werden alsdenn vergrabet das Glaß gantz herunter in den Sand und gebet ihm starck Feuer so wird es in 40 Tagen Blutroht werden und in der Mitten wie ein hell-leuchtender Rubin so die Natur davon geschieden."
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",8,153,"Hier siehet man daß es nicht lauter Tinctur wird sondern es scheidet die Natur die Heterogenea davon dieselbe thut man weg dann sie sind nichts nütze (können doch zu etlichen Scheidungen in feinem [CZ: Silber] gebraucht werden.) Ex Hermete detecto. Das Sal Terrae ist recht Magnetisch daß es den Spiritum Aeris nach sich ziehet und ist nach dessen Bereitung unser Wasser oder Neptunus, in welchem das [CZ: Gold] zergehet wie Eiß in warmen Wasser denn es ist der rechte Schlüssel das [CZ: Gold] auffzuschliessen und seine Seele heraus zu nehmen die ein lauter Sal ignis der Natur ist ein gestirn- 127 ter Geist der Drache der seinem eigenen Schwantz frisset der unverbrennliche Sulphur, und mercke wenn man in diesem Spiritu mundi [CZ: Quecksilber] thut so faulet er mit der Zeit darinnen und hat hernach einen Eingang ins [CZ: Gold] denn das [CZ: Gold] selbsten ist auch Spiritus mundi, und rohter [CZ: Quecksilber] coagulatus."
g1a6,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",9,122,NB. Es wird ein Bad zugerichtet von unserem Sale Aquae oder Spiritu mundi in einem auff 9 Grad erhöheten [CZ: Quecksilber] wie Philalete solches mit 9 Adlern andeutet darinnen alle Metallen auff den höhesten Grad gereiniget werden daß es scheinet wie die edelsten Perlen. Felix qui potest conficere. [Recipe] Materiam nostr. in hoc aere Mercurius Philosoph. et vera Minera Mercurii et Vitrioli et convertitur paucis horis in Queck-Metall thue sie in ein Gefäß verbunden putrificire an gelinder Wärme so setzet sich unten eine weisse Erde so besser als Edelgesteine. NB. Kan per Balneum Mariae cohobando auch in etlichen Tagen in ein Queck-Metall gebracht werden und pflegt sich im Kolben oben anzulegen. Materia nostra ist alles in einem Lufft Wasser und Erde zugleich.
